,Season,Episode,Character,Bad Word
0,10,1,Kyle,fatass
1,10,1,Cartman,jew
2,10,1,Chef,randy
3,10,1,Clyde,sex
4,10,1,Chef,sexual
5,10,1,Chef,balls
6,10,1,Chef,rectum
7,10,1,Chef,asshole
8,10,1,Kyle,goddammit
9,10,1,Chef,sodomize
10,10,1,Chef,black
11,10,1,Chef,ass
12,10,1,Chef,asshole
13,10,1,Cartman,sex
14,10,1,Kyle,sex
15,10,1,Kyle,fatass
16,10,1,Cartman,jewish
17,10,1,Cartman,boobs
18,10,1,Club Members,ho
19,10,1,Kyle,molest
20,10,1,Marksman,sex
21,10,1,Mr. Connolly,sex
22,10,1,Mr. Connolly,molest
23,10,1,Mr. Connolly,africa
24,10,1,Mr. Connolly,erect
25,10,1,Mr. Connolly,penis
26,10,1,Mr. Connolly,sex
27,10,1,Kyle,hell
28,10,1,Cartman,bitch
29,10,1,Chef,butt
30,10,1,Woman,god
31,10,1,Stan,sex
32,10,1,Stan,sex
33,10,1,Dr. Neeland,sex
34,10,1,Stan,sex
35,10,1,Cartman,bitch
36,10,1,Cartman,bitch
37,10,1,Chef,fire
38,10,1,Mr. Connolly,ho
39,10,1,Mr. Connolly,balls
40,10,1,Stan,jesus
41,10,1,Mr. Connolly,sex
42,10,1,Mr. Connolly,sex
43,10,1,Mr. Connolly,bugger
44,10,1,Mr. Connolly,sex
45,10,1,Mr. Connolly,adult
46,10,1,Mr. Connolly,sex
47,10,1,Mr. Connolly,adult
48,10,1,Kyle,retarded
49,10,1,Mr. Connolly,retarded
50,10,1,Mr. Connolly,god
51,10,1,Mr. Connolly,die
52,10,1,Mr. Connolly,retarded
53,10,1,Stan,retarded
54,10,1,William,sex
55,10,1,Kyle,bullcrap
56,10,1,Kyle,lies
57,10,1,Chef,hell
58,10,1,Chef,dammit
59,10,1,Mr. Connolly,shoot
60,10,1,Stan,god
61,10,1,Stan,killed
62,10,1,Mr. Connolly,molester
63,10,1,Cartman,die
64,10,1,Cartman,crap
65,10,1,Kyle,mad
66,10,1,Kyle,mad
67,10,1,Darth Chef,suck
68,10,1,Darth Chef,balls
69,10,1,Darth Chef,balls
70,10,2,Kyle,death
71,10,2,Gerald,sick
72,10,2,Gerald,randy
73,10,2,Randy,failure
74,10,2,Randy,goddammit
75,10,2,Gerald,randy
76,10,2,Jimbo,crap
77,10,2,Darryl,hell
78,10,2,Cartman,jew
79,10,2,Gerald,boobs
80,10,2,Cartman,gay
81,10,2,Cartman,stupid
82,10,2,Cartman,jew
83,10,2,Butters,dumb
84,10,2,Butters,jew
85,10,2,Ranger McFriendly,bitch
86,10,2,Ranger McFriendly,gay
87,10,2,Alan,death
88,10,2,Cartman,jew
89,10,2,Cartman,jew
90,10,2,Butters,jewish
91,10,2,Cartman,asshole
92,10,2,Stan,crap
93,10,2,Keenan,bigger
94,10,2,Keenan,kid
95,10,2,Keenan,gay
96,10,2,Randy,kill
97,10,2,Jimbo,gay
98,10,2,Randy,stupid
99,10,2,Stephen,destroy
100,10,2,Randy,gay
101,10,2,Attendant,hell
102,10,2,Cartman,lesbian
103,10,2,Cartman,die
104,10,2,Cartman,god
105,10,2,Cartman,christ
106,10,2,Ranger McFriendly,gay
107,10,2,Man,european
108,10,2,Keenan,god
109,10,2,Cartman,christ
110,10,2,Kyle,balls
111,10,2,Ike,balls
112,10,2,Ike,balls
113,10,2,Network Anchor,asshole
114,10,2,Randy,gay
115,10,2,Randy,killed
116,10,2,Stan,dead
117,10,2,Gerald,stupid
118,10,2,Cartman,jew
119,10,2,Kyle,fucking
120,10,2,Kyle,fatass
121,10,3,Randy,gun
122,10,3,Randy,gun
123,10,3,Stan,hell
124,10,3,Linda,god
125,10,3,Stan,hell
126,10,3,Randy,american
127,10,3,Randy,muslim
128,10,3,Randy,muslim
129,10,3,Randy,toilet
130,10,3,Stan,pissed
131,10,3,Tom,muslim
132,10,3,Sharon,randy
133,10,3,Tom,muslim
134,10,3,Tom,american
135,10,3,Tom,muslim
136,10,3,Tom,terrorist
137,10,3,al-Zawahri,pissed
138,10,3,al-Zawahri,jihad
139,10,3,Randy,dead
140,10,3,Crowd,god
141,10,3,Brian,muslim
142,10,3,Brian,faith
143,10,3,Kyle,jesus
144,10,3,Kyle,christ
145,10,3,Gerald,dead
146,10,3,Mrs. Garrison,muslim
147,10,3,Mrs. Garrison,muslim
148,10,3,Mrs. Garrison,sex
149,10,3,Mrs. Garrison,sex
150,10,3,Mrs. Garrison,muslim
151,10,3,Mrs. Garrison,muslim
152,10,3,Mrs. Garrison,muslim
153,10,3,Mrs. Garrison,muslim
154,10,3,Mrs. Garrison,sex
155,10,3,Mrs. Garrison,crack
156,10,3,Mrs. Garrison,ass
157,10,3,Mrs. Garrison,laid
158,10,3,Mrs. Garrison,pissed
159,10,3,Cartman,racist
160,10,3,Cartman,mad
161,10,3,Randy,damn
162,10,3,Randy,hell
163,10,3,SNN Anchor,terrorist
164,10,3,Mr. Mackey,god
165,10,3,Cartman,goddamned
166,10,3,Kyle,hell
167,10,3,Kyle,muslim
168,10,3,Cartman,muslim
169,10,3,Cartman,faith
170,10,3,Cartman,die
171,10,3,Cartman,died
172,10,3,Cartman,muslim
173,10,3,Gerald,bombs
174,10,3,Prof. Thomas,muslim
175,10,3,Prof. Thomas,muslim
176,10,3,Prof. Thomas,hole
177,10,3,Prof. Thomas,buried
178,10,3,Cartman,kill
179,10,3,Cartman,catholics
180,10,3,Cartman,kill
181,10,3,Kyle,bitch
182,10,3,Kyle,muslim
183,10,3,Kyle,fear
184,10,3,Cartman,god
185,10,3,Cartman,crap
186,10,3,Trooper,jesus
187,10,3,Randy,hole
188,10,3,Stan,stupid
189,10,3,Jimbo,buried
190,10,3,Kyle,bitch
191,10,3,Cartman,suck
192,10,3,Cartman,balls
193,10,3,Announcer,fight
194,10,3,Announcer,puss
195,10,4,Kyle,bitch
196,10,4,Phillip,muslim
197,10,4,Mohammad,murder
198,10,4,Terrance,hell
199,10,4,Kyle,hell
200,10,4,SNN Anchor,muslim
201,10,4,SNN Anchor,osama
202,10,4,Osama bin Laden,gay
203,10,4,SNN Anchor,terrorist
204,10,4,Cartman,kid
205,10,4,Cartman,fear
206,10,4,Bart,kid
207,10,4,Cartman,geez
208,10,4,Cartman,kid
209,10,4,President Bush,american
210,10,4,President Bush,violence
211,10,4,Staff,kid
212,10,4,Cartman,terrorist
213,10,4,Cartman,suicide
214,10,4,Cartman,suicide
215,10,4,Cartman,bombers
216,10,4,Cartman,mexican
217,10,4,Cartman,dead
218,10,4,Trucker,kid
219,10,4,Trucker,ass
220,10,4,Kyle,fat
221,10,4,Bart,motherfucker
222,10,4,Mitchell,balls
223,10,4,Mitchell,balls
224,10,4,Cartman,terrorist
225,10,4,Cartman,attack
226,10,4,Cartman,bitch
227,10,4,Kyle,kid
228,10,4,Kyle,fat
229,10,4,Kyle,bitch
230,10,4,Bart,fucking
231,10,4,Kyle,stupid
232,10,4,Cartman,balls
233,10,4,FOX President,balls
234,10,4,Cartman,god
235,10,4,Kyle,fucking
236,10,4,Kyle,fatass
237,10,4,Cartman,hell
238,10,4,Kyle,kid
239,10,4,Cartman,god
240,10,4,Cartman,damnit
241,10,4,Cartman,gay
242,10,4,Kyle,killing
243,10,4,Cartman,dead
244,10,4,Kyle,crap
245,10,4,Kyle,ass
246,10,4,Kyle,fatass
247,10,4,Cartman,balls
248,10,4,Cartman,balls
249,10,4,Cartman,balls
250,10,4,Kyle,kid
251,10,4,FOX President,kid
252,10,4,FOX President,gun
253,10,4,Kyle,violence
254,10,4,Cartman,gay
255,10,4,SNN anchor,terrorist
256,10,4,American Male 1,american
257,10,4,American Male 2,american
258,10,4,American Male 1,crap
259,10,4,President Bush,crap
260,10,4,American Male 2,crap
261,10,4,American Female,american
262,10,4,American Male 3,crap
263,10,4,Jesus,jesus
264,10,4,Jesus,crap
265,10,4,All,crap
266,10,5,Publisher 2,god
267,10,5,Her crotch,god
268,10,5,Mingie,asshole
269,10,5,Gary,assholes
270,10,5,Gary,asshole
271,10,5,Mingie,stupid
272,10,5,Mingie,stupid
273,10,5,Geraldo,balls
274,10,5,Geraldo,ass
275,10,5,Towelie,beaner
276,10,5,Aide 2,racist
277,10,5,Oprah,mad
278,10,5,Protester 2,dumb
279,10,5,Towelie,god
280,10,5,Gary,pissed
281,10,5,Oprah,shit
282,10,5,Oprah,stupid
283,10,5,Mingie,fat
284,10,5,Woman,burn
285,10,5,Woman,burn
286,10,5,Man 4,burn
287,10,5,Man 4,lies
288,10,5,Oprah,hell
289,10,5,Mingie,blow
290,10,5,Officer,gun
291,10,5,Officer,gun
292,10,5,Gary,jesus
293,10,5,Gary,killed
294,10,5,Gary,dead
295,10,5,Gary,god
296,10,5,Gary,sick
297,10,5,Gary,puke
298,10,5,Mingie,shoot
299,10,5,Man 6,god
300,10,5,Geraldo,vagina
301,10,5,Geraldo,killed
302,10,5,Geraldo,hostage
303,10,5,Geraldo,asshole
304,10,5,Lt. Nelson,hostage
305,10,5,Mingie,sick
306,10,5,Lt. Nelson,vagina
307,10,5,Gary,gun
308,10,5,Mingie,stupid
309,10,5,SWAT Officer 3,vagina
310,10,5,SWAT Officer 3,gun
311,10,5,Mingie,hostage
312,10,5,Mingie,killed
313,10,5,Mingie,stupid
314,10,5,Lt. Nelson,vagina
315,10,5,Lt. Nelson,asshole
316,10,5,Man 7,burn
317,10,5,Man 7,murder
318,10,6,Kyle,dick
319,10,6,Al Gore,fear
320,10,6,Kyle,fatass
321,10,6,Cartman,killer
322,10,6,Cartman,god
323,10,6,Cartman,damnit
324,10,6,Kyle,asshole
325,10,6,Stan,goddamned
326,10,6,Al Gore,damn
327,10,6,Al Gore,god
328,10,6,Al Gore,jesus
329,10,6,Al Gore,kill
330,10,6,Tour Guide,balls
331,10,6,Al Gore,christ
332,10,6,Al Gore,bitch
333,10,6,Al Gore,goddamned
334,10,6,Al Gore,damn
335,10,6,Cartman,asshole
336,10,6,Cartman,bullcrap
337,10,6,Cartman,pissed
338,10,6,Cartman,goddammit
339,10,6,Cartman,dead
340,10,6,Kenny,shit
341,10,6,Kyle,killed
342,10,6,Al Gore,bigger
343,10,6,Al Gore,stupid
344,10,6,Cartman,crap
345,10,6,Kyle,crap
346,10,6,Cartman,assholes
347,10,6,Cartman,god
348,10,6,Al Gore,kill
349,10,6,Miner 3,kill
350,10,6,Al Gore,dead
351,10,6,Stan,sick
352,10,6,Stan,god
353,10,6,Kyle,die
354,10,6,Cartman,assholes
355,10,6,Cartman,die
356,10,6,Stan,goddamnit
357,10,6,Kyle,hell
358,10,6,Kyle,hell
359,10,6,Kyle,god
360,10,6,Miner 1,god
361,10,6,Miner 1,dead
362,10,6,Fireman 2,dead
363,10,6,Al Gore,killed
364,10,6,Tour Guide,jesus
365,10,6,Al Gore,kid
366,10,6,Al Gore,kid
367,10,6,Al Gore,kid
368,10,6,Al Gore,kid
369,10,6,Al Gore,kid
370,10,6,Al Gore,kid
371,10,6,Miner 4,god
372,10,6,Stan,asshole
373,10,6,Stan,loser
374,10,6,Al Gore,killed
375,10,6,Al Gore,loser
376,10,6,Cartman,toilet
377,10,6,Kyle,crap
378,10,6,Kyle,bitch
379,10,6,Al Gore,killed
380,10,7,Cartman,asshole
381,10,7,Cartman,die
382,10,7,Cartman,killer
383,10,7,Cartman,twinkie
384,10,7,Cartman,hell
385,10,7,Cartman,fat
386,10,7,Cartman,bitch
387,10,7,Cartman,piss
388,10,7,Stella,spit
389,10,7,Stella,angry
390,10,7,Stella,angry
391,10,7,Cartman,babies
392,10,7,Cartman,uterus
393,10,7,Doctor,excrement
394,10,7,Cesar,nip
395,10,7,Cartman,mexican
396,10,7,Cesar,fat
397,10,7,Cartman,fat
398,10,7,Cesar,burn
399,10,7,Cartman,sonofabitch
400,10,7,Cartman,goddamnit
401,10,7,Cartman,god
402,10,7,Cartman,dammit
403,10,7,Cartman,abuse
404,10,7,Cartman,goddamned
405,10,7,Cartman,goddammit
406,10,7,Cartman,suck
407,10,7,Cartman,asshole
408,10,7,Cartman,goddamnit
409,10,7,Cartman,goddamnit
410,10,7,Cartman,bitch
411,10,7,Cartman,crash
412,10,7,Kenny,fuck
413,10,7,Cartman,dead
414,10,7,Cartman,goddammit
415,10,7,Cartman,bullcrap
416,10,7,Cartman,goddammit
417,10,7,Cartman,hell
418,10,7,Cartman,god
419,10,7,Cartman,jesus
420,10,7,Liane,angry
421,10,7,Cartman,kill
422,10,7,Butters,kill
423,10,7,Cartman,die
424,10,7,Cartman,hitler
425,10,7,Cartman,jew
426,10,7,Cartman,kill
427,10,7,Kyle,kill
428,10,7,Cartman,hitler
429,10,7,Cartman,killed
430,10,7,Cartman,hitler
431,10,7,Cartman,kill
432,10,7,Stan,killing
433,10,7,Cartman,kill
434,10,7,Stan,gun
435,10,7,Stan,shooting
436,10,7,Cartman,shoot
437,10,7,Cartman's Conscience,kill
438,10,7,Cartman's Bad Side,idiot
439,10,7,Cartman,jeez
440,10,8,Cartman,crap
441,10,8,Kyle,fatass
442,10,8,Kenny,titties
443,10,8,Cartman,bullcrap
444,10,8,Stan,crap
445,10,8,Stan,killing
446,10,8,Cartman,asshole
447,10,8,Kyle,kill
448,10,8,Stan,god
449,10,8,Stan,killed
450,10,8,Cartman,killing
451,10,8,Cartman,sonofabitch
452,10,8,Stan,kills
453,10,8,Rep,kill
454,10,8,Cartman,god
455,10,8,Rep,killed
456,10,8,President,killing
457,10,8,Member 1,kill
458,10,8,President,kill
459,10,8,Member 3,jesus
460,10,8,President,dead
461,10,8,Member 3,kill
462,10,8,Nelson,randy
463,10,8,Nelson,killed
464,10,8,Cartman,killing
465,10,8,Kyle,kills
466,10,8,Craig,killed
467,10,8,Cartman,fight
468,10,8,Clyde,dumb
469,10,8,Cartman,hitler
470,10,8,Cartman,hitler
471,10,8,Cartman,murder
472,10,8,Cartman,attack
473,10,8,Cartman,hell
474,10,8,Cartman,stupid
475,10,8,Cartman,asshole
476,10,8,Cartman,jesus
477,10,8,Tweek,jesus
478,10,8,Ike,poop
479,10,8,Cartman,asshole
480,10,8,Cartman,goddamnit
481,10,8,Token,dead
482,10,8,Stan,screw
483,10,8,Member 3,jesus
484,10,8,Member 3,god
485,10,8,Member 3,killing
486,10,8,Member 1,die
487,10,8,Cartman,hell
488,10,8,Stan,sick
489,10,8,Stan,killed
490,10,8,Kyle,killed
491,10,8,Cartman,kill
492,10,8,Cartman,killing
493,10,8,Cartman,die
494,10,8,Cartman,blow
495,10,8,Kyle,kill
496,10,8,Paul Stanley,die
497,10,8,Paul Stanley,dies
498,10,8,President,god
499,10,8,Paul Stanley,die
500,10,8,Paul Stanley,dies
501,10,8,Member 5,slaughter
502,10,8,President,burn
503,10,8,President,christ
504,10,8,Kyle,fire
505,10,8,Kyle,fight
506,10,8,Kyle,fire
507,10,8,Cartman,christ
508,10,8,Member 1,die
509,10,8,Randy,god
510,10,8,Cartman,fire
511,10,8,Stan,jesus
512,10,8,Sharon,stupid
513,10,8,Member 1,stupid
514,10,8,Randy,die
515,10,8,Randy,damnit
516,10,8,Cartman,god
517,10,8,Cartman,blow
518,10,8,Stan,dead
519,10,8,Cartman,hell
520,10,8,Stan,killed
521,10,8,Kyle,attack
522,10,8,Man 1,killed
523,10,8,Woman,killed
524,10,8,Cartman,beast
525,10,9,Mr. Mackey,girls
526,10,9,Stan,toilet
527,10,9,Mr. Mackey,poop
528,10,9,Jimmy,crime
529,10,9,Cartman,conspiracy
530,10,9,Kyle,god
531,10,9,Kyle,conspiracy
532,10,9,Kyle,fatass
533,10,9,Narrator,turd
534,10,9,Officer 1,crime
535,10,9,Frank,angry
536,10,9,Kyle,conspiracy
537,10,9,Kyle,retard
538,10,9,Cartman,conspiracy
539,10,9,Kyle,retard
540,10,9,Cartman,angry
541,10,9,Kyle,goddamnit
542,10,9,Kyle,stupid
543,10,9,Kyle,crap
544,10,9,Kyle,fatass
545,10,9,Cartman,blind
546,10,9,Cartman,blow
547,10,9,Cartman,conspiracy
548,10,9,Mrs. Garrison,dumb
549,10,9,Kyle,christ
550,10,9,Cartman,fire
551,10,9,Cartman,burn
552,10,9,Cartman,hole
553,10,9,Cartman,toilet
554,10,9,Other men,god
555,10,9,Other men,god
556,10,9,Other men,retarded
557,10,9,Jimbo,turd
558,10,9,Mr. Mackey,goddamned
559,10,9,Narrator,conspiracy
560,10,9,Mr. Mackey,crime
561,10,9,Mr. Mackey,toilet
562,10,9,Mr. Mackey,puke
563,10,9,Mr. Mackey,laid
564,10,9,Mr. Mackey,turd
565,10,9,Man,geez
566,10,9,Stan,attack
567,10,9,Kyle,retarded
568,10,9,Stan,jesus
569,10,9,Stan,christ
570,10,9,Rumsfeld,died
571,10,9,Bush,american
572,10,9,Bush,kill
573,10,9,Mr. Mackey,sonofabitch
574,10,9,Kyle,hell
575,10,9,Kyle,kill
576,10,9,Stan,god
577,10,9,Kyle,fuck
578,10,9,Kyle,hell
579,10,9,Mr. Hardly,conspiracy
580,10,9,Mr. Hardly,conspiracy
581,10,9,Mr. Hardly,conspiracy
582,10,9,Mr. Hardly,conspiracy
583,10,9,Mr. Hardly,conspiracy
584,10,9,Stan,jesus
585,10,9,Mr. Hardly,fear
586,10,9,Kyle,shoot
587,10,9,Bush,retarded
588,10,9,Mr. Hardly,devil
589,10,9,Kyle,fuck
590,10,9,Stan,stupid
591,10,9,Kyle,conspiracy
592,10,9,Kyle,conspiracy
593,10,9,Frank,retarded
594,10,9,Mr. Mackey,laid
595,10,10,Cartman,suck
596,10,10,Cartman,balls
597,10,10,Cartman,jew
598,10,10,Cartman,fuck
599,10,10,Cartman,kill
600,10,10,Cartman,kill
601,10,10,Cartman,goddamnit
602,10,10,Mr. Mackey,abuse
603,10,10,Cartman,fear
604,10,10,Cartman,criminals
605,10,10,Car Salesman,kid
606,10,10,Cartman,faggot
607,10,10,Cartman,christ
608,10,10,Cartman,god
609,10,10,Cartman,fuck
610,10,10,Cartman,christ
611,10,10,REO Speedwagon,fight
612,10,10,REO Speedwagon,fight
613,10,10,Teacher,sex
614,10,10,Butters,tinkle
615,10,10,Butters,tinkle
616,10,10,Cartman,christ
617,10,10,Cartman,jesus
618,10,10,Kyle,god
619,10,10,Kyle,hell
620,10,10,Kyle,hell
621,10,10,Kyle,sex
622,10,10,Sheila,sex
623,10,10,Det. Yates,crap
624,10,10,Foley,shoot
625,10,10,Kyle,crime
626,10,10,Yates,crime
627,10,10,Yates,god
628,10,10,Kyle,sex
629,10,10,Officer 1,sex
630,10,10,Officer 1,sex
631,10,10,Officer 3,oral
632,10,10,Officer 3,sex
633,10,10,Yates,crime
634,10,10,Officer 1,crime
635,10,10,Kyle,sex
636,10,10,Cartman,damn
637,10,10,Cartman,boner
638,10,10,Cartman,titties
639,10,10,Cartman,pee
640,10,10,Kyle,pee
641,10,10,Cartman,pee
642,10,10,Cartman,bigger
643,10,10,Kyle,sex
644,10,10,Cartman,christ
645,10,10,Miss Stevenson,god
646,10,10,Cartman,bitch
647,10,10,Jimbo,sex
648,10,10,Ike,dead
649,10,10,Ike,dead
650,10,10,Kyle,dead
651,10,10,Ike,dead
652,10,10,Reporter,damn
653,10,10,Therapist,sexual
654,10,10,Therapist,abuse
655,10,10,Yates,damnit
656,10,10,Yates,kid
657,10,10,Yates,jesus
658,10,10,Cartman,bitch
659,10,10,Cartman,slut
660,10,10,Kyle,crap
661,10,10,Cartman,christ
662,10,10,Cartman,bitch
663,10,10,Cartman,christ
664,10,10,Cartman,bitch
665,10,10,Officer 8,kid
666,10,11,Demon 1,satan
667,10,11,Satan,hell
668,10,11,Satan,girls
669,10,11,Demon 2,satan
670,10,11,Satan,hell
671,10,11,Satan,hell
672,10,11,Satan,hook
673,10,11,Cartman,shoot
674,10,11,Cartman,dumb
675,10,11,Cartman,god
676,10,11,Demon 1,satan
677,10,11,Demon 1,hell
678,10,11,Demon 1,satan
679,10,11,Demon 1,satan
680,10,11,Cardinal Mahoney,satan
681,10,11,Cardinal Mahoney,hell
682,10,11,Cardinal Mahoney,hook
683,10,11,Bishop 2,satan
684,10,11,Resident Bishop,fire
685,10,11,Biggie Smalls,fuck
686,10,11,Butters,ass
687,10,11,Stephen,black
688,10,11,Male Staffer,hell
689,10,11,Satan,screw
690,10,11,Satan,damnit
691,10,11,Demon 1,satan
692,10,11,Satan,bomb
693,10,11,Demon 3,satan
694,10,11,Demon 3,dahmer
695,10,11,Smalls,damn
696,10,11,Smalls,shit
697,10,11,Smalls,hell
698,10,11,Smalls,nigga
699,10,11,Butters,damn
700,10,11,Butters,nigger
701,10,11,Smalls,ass
702,10,11,Demon 1,satan
703,10,11,Demon 1,satan
704,10,11,Bundy,kill
705,10,11,Bundy,kill
706,10,11,Randy,dead
707,10,11,Kyle,crap
708,10,11,Smalls,pissed
709,10,11,George Burns,hitler
710,10,11,Satan,satan
711,10,11,Satan,hitler
712,10,11,Cardinal Mahoney,fire
713,10,11,Cardinal Mahoney,fire
714,10,11,Cardinal Mahoney,damn
715,10,11,Cardinal Mahoney,satan
716,10,11,Cardinal Mahoney,fire
717,10,11,Cardinal Mahoney,satan
718,10,11,Frank Sinatra,satan
719,10,11,Satan,jeez
720,10,11,Satan,dies
721,10,11,Steve Irwin,satan
722,10,11,Gacy,dahmer
723,10,11,Bundy,dahmer
724,10,11,Gacy,sex
725,10,11,Gacy,dead
726,10,11,Bundy,dahmer
727,10,11,Bundy,sex
728,10,11,Dahmer,sex
729,10,11,A guest,satan
730,10,11,Cardinal Mahoney,christ
731,10,11,Smalls,pissed
732,10,11,Smalls,motherfucking
733,10,11,A Cowboy,hell
734,10,11,Satan,god
735,10,11,Satan,girls
736,10,11,Zazul,satan
737,10,11,Satan,stupid
738,10,11,Satan,american
739,10,11,Smalls,sick
740,10,12,Cartman,god
741,10,12,Mrs. Garrison,lies
742,10,12,Cartman,god
743,10,12,Mrs. Garrison,crap
744,10,12,Mrs. Garrison,retard
745,10,12,Mrs. Garrison,retard
746,10,12,Mrs. Garrison,retard
747,10,12,Mrs. Garrison,retard
748,10,12,Mrs. Garrison,babies
749,10,12,Mrs. Garrison,retard
750,10,12,Mrs. Garrison,butt
751,10,12,Mrs. Garrison,sex
752,10,12,Mrs. Garrison,retard
753,10,12,Mrs. Garrison,retard
754,10,12,Mrs. Garrison,butt
755,10,12,Mrs. Garrison,sex
756,10,12,Mrs. Garrison,retard
757,10,12,Mrs. Garrison,retarded
758,10,12,Mrs. Garrison,butt
759,10,12,Mrs. Garrison,sex
760,10,12,Clerk,kid
761,10,12,Cartman,god
762,10,12,Cartman,killing
763,10,12,Kyle,die
764,10,12,Kyle,retard
765,10,12,Cartman,die
766,10,12,Kyle,kill
767,10,12,Father,catholic
768,10,12,Father,retarded
769,10,12,Mr. Triscotti,jesus
770,10,12,Mr. Triscotti,christ
771,10,12,Mr. Triscotti,destroy
772,10,12,Mrs. Garrsion,faggot
773,10,12,Mrs. Garrison,retarded
774,10,12,Mr. Dawkins,gross
775,10,12,Mrs. Garrison,faggot
776,10,12,Mrs. Garrison,crap
777,10,12,Mrs. Garrison,crap
778,10,12,Mrs. Garrison,hell
779,10,12,Mrs. Garrison,fuckin
780,10,12,Principal Victoria,feces
781,10,12,Mr. Dawkins,fire
782,10,12,Mrs. Garrison,dead
783,10,12,Cartman,asshole
784,10,12,Butters,jeez
785,10,12,Mrs. Garrison,vagina
786,10,12,Mr. Dawkins,spunk
787,10,12,Mr. Dawkins,god
788,10,12,Mrs. Garrison,god
789,10,12,Mrs. Garrison,god
790,10,12,Mrs. Garrison,god
791,10,12,Mrs. Garrison,jeez
792,10,12,Mrs. Garrison,hole
793,10,12,Shvek,black
794,10,12,Shvek,asshole
795,10,12,Cartman,asswipe
796,10,12,Medic,dead
797,10,12,Mrs. Garrison,god
798,10,12,Stan,god
799,10,12,Mrs. Garrison,retard
800,10,12,Mrs. Garrison,retard
801,10,12,Mrs. Garrison,dick
802,10,12,Mr. Dawkins,balls
803,10,12,Mrs. Garrison,balls
804,10,12,Mr. Dawkins,killing
805,10,12,Mr. Dawkins,bombing
806,10,12,Mr. Dawkins,abortion
807,10,12,Mr. Dawkins,god
808,10,12,Mrs. Garrison,dick
809,10,12,Butters,kill
810,10,12,Dougie,destroy
811,10,12,Dougie,die
812,10,12,Butters,die
813,10,12,Dougie,die
814,10,12,Dougie,dead
815,10,12,Dougie,dead
816,10,12,Dougie,god
817,10,12,Dougie,dead
818,10,12,Butters,jesus
819,10,12,UAA Member 1,damn
820,10,12,Cartman,jesus
821,10,12,Cartman,christ
822,10,12,AAA Leader,damn
823,10,13,Narrator,remains
824,10,13,Blavius,damn
825,10,13,UAA 1,died
826,10,13,Cartman,hook
827,10,13,Maintenance Guy,hook
828,10,13,Cartman,fucking
829,10,13,Cartman,sick
830,10,13,Cartman,suck
831,10,13,Cartman,balls
832,10,13,UAA Leader,attack
833,10,13,UAL 2,death
834,10,13,UAL 3,kill
835,10,13,Shvek,dick
836,10,13,Cartman,god
837,10,13,K-10,illegal
838,10,13,Clerk,kid
839,10,13,Blavius,destroy
840,10,13,Blavius,attack
841,10,13,Blavius,kill
842,10,13,Blavius,kill
843,10,13,Man,god
844,10,13,Cartman,stupid
845,10,13,Cartman,assholes
846,10,13,The Wise One,god
847,10,13,The Wise One,god
848,10,13,Otter Soldier,kill
849,10,13,Otter 3,kill
850,10,13,Cartman,god
851,10,13,Cartman,hell
852,10,13,Cartman,fuck
853,10,13,Time Child,dumbass
854,10,13,Cartman,dickhead
855,10,13,Time Child,asshole
856,10,13,Time Child,screw
857,10,13,Cartman,fuck
858,10,13,Time Child,damnit
859,10,13,Time Child,die
860,10,13,Cartman,suck
861,10,13,Cartman,balls
862,10,13,Time Child,suck
863,10,13,Time Child,balls
864,10,13,Time Child,stupid
865,10,13,Time Child,asshole
866,10,13,Cartman,fuck
867,10,13,Cartman,asshole
868,10,13,Cartman,fuck
869,10,13,Time Child,god
870,10,13,UAL Leader,attack
871,10,13,Otter Leader,kill
872,10,13,Kyle,stupid
873,10,13,Time Child,stupid
874,10,13,Kyle,suck
875,10,13,Kyle,balls
876,10,13,Kyle,fatass
877,10,13,Time Child,suck
878,10,13,Time Child,balls
879,10,13,Time Child,suck
880,10,13,Time Child,balls
881,10,13,Time Child,suck
882,10,13,Kyle,goddamnit
883,10,13,UAA Woman,attack
884,10,13,UAA Leader,bombing
885,10,13,Cartman,die
886,10,13,Shvek,attack
887,10,13,Shvek,die
888,10,13,Cartman,stupid
889,10,13,Cartman,asshole
890,10,13,Mrs. Garrison,damnit
891,10,13,Mrs. Garrison,hell
892,10,13,Cartman,asshole
893,10,13,Mr. Dawkins,stupid
894,10,13,Mrs. Garrison,faggot
895,10,13,Mrs. Garrison,god
896,10,13,Mrs. Garrison,hell
897,10,13,Mrs. Garrison,queer
898,10,13,UAA Leader,wank
899,10,13,Medic,violence
900,10,13,Blavius,stupid
901,10,13,Clerk,kid
902,10,13,Cartman,suck
903,10,13,Cartman,balls
904,10,14,Mr. Jarvis,pussy
905,10,14,Stan,asshole
906,10,14,Judge,pee
907,10,14,Judge,pee
908,10,14,Judge,pee
909,10,14,Stan,shoot
910,10,14,Stan,jesus
911,10,14,Stan,jesus
912,10,14,Stan,christ
913,10,14,Randy,sick
914,10,14,Stan,pee
915,10,14,Randy,pee
916,10,14,Randy,pee
917,10,14,Announcer,pee
918,10,14,Randy,shoot
919,10,14,Sharon,randy
920,10,14,Mr. Brown,cancer
921,10,14,Nelson,die
922,10,14,Nelson,die
923,10,14,Stan,goddammit
924,10,14,Stan,die
925,10,14,Stan,die
926,10,14,Nelson,cancer
927,10,14,Judge,cancer
928,10,14,Announcer,pee
929,10,14,Stan,kid
930,10,14,Stan,cancer
931,10,14,Gavin,cancer
